x,y,type,count,orth_count,diag_count
449,132,Orthogonal,2,2,0
451,132,Combination,2,1,1
452,132,Orthogonal,2,2,0
456,132,Orthogonal,2,2,0
466,132,Combination,2,1,1
469,132,Combination,2,1,1
482,132,Orthogonal,2,2,0
503,132,Combination,2,1,1
513,132,Orthogonal,2,2,0
530,132,Orthogonal,2,2,0
548,132,Orthogonal,2,2,0
560,132,Orthogonal,2,2,0
599,132,Orthogonal,2,2,0
615,132,Orthogonal,2,2,0
629,132,Combination,2,1,1
653,132,Combination,2,1,1
665,132,Orthogonal,2,2,0
673,132,Orthogonal,2,2,0
686,132,Orthogonal,2,2,0
715,132,Combination,2,1,1
724,132,Combination,2,1,1
742,132,Combination,2,1,1
773,132,Combination,2,1,1
777,132,Combination,2,1,1
788,132,Orthogonal,2,2,0
797,132,Orthogonal,2,2,0
805,132,Combination,2,1,1
814,132,Orthogonal,2,2,0
821,132,Orthogonal,2,2,0
822,132,Combination,2,1,1
823,132,Combination,2,1,1
827,132,Combination,2,1,1
833,132,Both,3,2,1
841,132,Combination,2,1,1
844,132,Combination,2,1,1
858,132,Orthogonal,2,2,0
861,132,Orthogonal,2,2,0
865,132,Combination,2,1,1
869,132,Combination,2,1,1
885,132,Combination,2,1,1
887,132,Combination,2,1,1
897,132,Combination,2,1,1
77,133,Combination,2,1,1
452,133,Combination,2,1,1
821,133,Combination,2,1,1
205,134,Combination,2,1,1
821,134,Combination,2,1,1
182,135,Combination,2,1,1
657,136,Combination,2,1,1
665,136,Orthogonal,2,2,0
673,136,Orthogonal,2,2,0
686,136,Orthogonal,2,2,0
711,136,Combination,2,1,1
720,136,Combination,2,1,1
738,136,Combination,2,1,1
769,136,Combination,2,1,1
773,136,Combination,2,1,1
788,136,Orthogonal,2,2,0
797,136,Orthogonal,3,3,0
801,136,Combination,2,1,1
814,136,Orthogonal,2,2,0
818,136,Combination,2,1,1
819,136,Combination,2,1,1
821,136,Orthogonal,2,2,0
823,136,Combination,2,1,1
829,136,Combination,2,1,1
833,136,Orthogonal,2,2,0
837,136,Combination,2,1,1
840,136,Combination,2,1,1
858,136,Orthogonal,2,2,0
861,136,Both,3,2,1
865,136,Combination,2,1,1
881,136,Combination,2,1,1
883,136,Combination,2,1,1
893,136,Combination,2,1,1
914,136,Combination,2,1,1
940,136,Combination,2,1,1
121,137,Combination,2,1,1
425,137,Combination,2,1,1
456,137,Combination,2,1,1
634,137,Diagonal,2,0,2
797,137,Orthogonal,2,2,0
797,138,Orthogonal,2,2,0
821,138,Combination,2,1,1
797,139,Orthogonal,2,2,0
858,139,Combination,2,1,1
121,140,Combination,2,1,1
124,140,Combination,2,1,1
797,140,Both,3,2,1
814,140,Combination,2,1,1
833,140,Combination,2,1,1
861,140,Combination,2,1,1
797,141,Orthogonal,2,2,0
814,141,Combination,2,1,1
797,142,Orthogonal,2,2,0
124,143,Combination,2,1,1
157,143,Diagonal,2,0,2
355,143,Combination,2,1,1
375,143,Combination,2,1,1
797,143,Orthogonal,2,2,0
833,143,Combination,2,1,1
858,143,Combination,2,1,1
797,144,Orthogonal,2,2,0
821,144,Combination,2,1,1
155,145,Diagonal,2,0,2
482,145,Combination,2,1,1
797,145,Orthogonal,2,2,0
814,145,Combination,2,1,1
23,146,Orthogonal,2,2,0
77,146,Orthogonal,2,2,0
90,146,Combination,2,1,1
96,146,Combination,2,1,1
108,146,Combination,2,1,1
115,146,Combination,2,1,1
120,146,Combination,2,1,1
121,146,Orthogonal,2,2,0
124,146,Orthogonal,2,2,0
127,146,Combination,2,1,1
130,146,Combination,2,1,1
144,146,Combination,2,1,1
145,146,Combination,2,1,1
147,146,Combination,2,1,1
148,146,Combination,2,1,1
152,146,Combination,2,1,1
154,146,Combination,2,1,1
155,146,Combination,2,1,1
156,146,Combination,2,1,1
160,146,Combination,2,1,1
182,146,Orthogonal,2,2,0
193,146,Combination,2,1,1
199,146,Combination,2,1,1
202,146,Combination,2,1,1
203,146,Combination,2,1,1
205,146,Orthogonal,2,2,0
217,146,Combination,2,1,1
240,146,Combination,2,1,1
264,146,Orthogonal,2,2,0
286,146,Combination,2,1,1
287,146,Combination,2,1,1
290,146,Orthogonal,2,2,0
314,146,Orthogonal,2,2,0
355,146,Orthogonal,2,2,0
358,146,Combination,2,1,1
375,146,Orthogonal,2,2,0
378,146,Combination,2,1,1
400,146,Combination,2,1,1
406,146,Orthogonal,2,2,0
425,146,Orthogonal,2,2,0
434,146,Combination,2,1,1
449,146,Orthogonal,2,2,0
452,146,Orthogonal,2,2,0
456,146,Orthogonal,2,2,0
465,146,Combination,2,1,1
480,146,Combination,2,1,1
482,146,Orthogonal,2,2,0
483,146,Combination,2,1,1
489,146,Combination,2,1,1
513,146,Orthogonal,2,2,0
530,146,Orthogonal,2,2,0
797,146,Orthogonal,2,2,0
121,147,Combination,2,1,1
153,147,Diagonal,2,0,2
797,147,Orthogonal,2,2,0
205,148,Combination,2,1,1
482,148,Combination,2,1,1
797,148,Orthogonal,2,2,0
151,149,Diagonal,2,0,2
205,149,Combination,2,1,1
290,149,Combination,2,1,1
486,149,Diagonal,2,0,2
788,149,Combination,2,1,1
797,149,Orthogonal,2,2,0
124,150,Combination,2,1,1
290,150,Combination,2,1,1
797,150,Orthogonal,2,2,0
149,151,Diagonal,2,0,2
797,151,Orthogonal,2,2,0
804,151,Combination,2,1,1
814,151,Combination,2,1,1
23,152,Combination,2,1,1
121,152,Combination,2,1,1
205,152,Combination,2,1,1
406,152,Combination,2,1,1
797,152,Orthogonal,2,2,0
821,152,Combination,2,1,1
482,153,Combination,2,1,1
797,153,Orthogonal,2,2,0
797,154,Orthogonal,2,2,0
124,155,Combination,2,1,1
797,155,Orthogonal,2,2,0
804,155,Combination,2,1,1
821,155,Combination,2,1,1
615,156,Combination,2,1,1
797,156,Orthogonal,2,2,0
861,156,Combination,2,1,1
797,157,Both,3,2,1
861,157,Combination,2,1,1
142,158,Diagonal,2,0,2
205,158,Combination,2,1,1
477,158,Diagonal,2,0,2
613,158,Combination,2,1,1
797,158,Both,3,2,1
861,158,Combination,2,1,1
121,159,Combination,2,1,1
513,159,Orthogonal,2,2,0
530,159,Orthogonal,2,2,0
546,159,Orthogonal,2,2,0
547,159,Orthogonal,2,2,0
548,159,Orthogonal,3,3,0
549,159,Orthogonal,2,2,0
550,159,Orthogonal,2,2,0
551,159,Orthogonal,2,2,0
552,159,Orthogonal,2,2,0
553,159,Orthogonal,2,2,0
554,159,Orthogonal,2,2,0
555,159,Orthogonal,2,2,0
556,159,Orthogonal,2,2,0
557,159,Orthogonal,2,2,0
558,159,Orthogonal,2,2,0
559,159,Orthogonal,2,2,0
560,159,Orthogonal,3,3,0
561,159,Orthogonal,2,2,0
562,159,Orthogonal,2,2,0
563,159,Orthogonal,2,2,0
564,159,Orthogonal,2,2,0
565,159,Orthogonal,2,2,0
566,159,Orthogonal,2,2,0
567,159,Orthogonal,2,2,0
568,159,Orthogonal,2,2,0
569,159,Orthogonal,2,2,0
570,159,Orthogonal,2,2,0
571,159,Orthogonal,2,2,0
572,159,Orthogonal,2,2,0
573,159,Orthogonal,2,2,0
574,159,Orthogonal,2,2,0
575,159,Orthogonal,2,2,0
576,159,Orthogonal,2,2,0
577,159,Orthogonal,2,2,0
578,159,Orthogonal,2,2,0
579,159,Orthogonal,2,2,0
580,159,Orthogonal,2,2,0
581,159,Orthogonal,2,2,0
582,159,Orthogonal,2,2,0
583,159,Orthogonal,2,2,0
584,159,Orthogonal,2,2,0
585,159,Orthogonal,2,2,0
586,159,Orthogonal,2,2,0
587,159,Orthogonal,2,2,0
588,159,Orthogonal,2,2,0
589,159,Orthogonal,2,2,0
590,159,Orthogonal,2,2,0
591,159,Orthogonal,2,2,0
592,159,Orthogonal,2,2,0
593,159,Orthogonal,2,2,0
594,159,Orthogonal,2,2,0
595,159,Orthogonal,2,2,0
596,159,Orthogonal,2,2,0
597,159,Orthogonal,2,2,0
598,159,Orthogonal,2,2,0
599,159,Orthogonal,3,3,0
600,159,Orthogonal,2,2,0
601,159,Orthogonal,2,2,0
602,159,Orthogonal,2,2,0
603,159,Orthogonal,2,2,0
604,159,Orthogonal,2,2,0
605,159,Orthogonal,2,2,0
606,159,Orthogonal,2,2,0
607,159,Orthogonal,2,2,0
608,159,Orthogonal,2,2,0
609,159,Orthogonal,2,2,0
610,159,Orthogonal,2,2,0
611,159,Orthogonal,2,2,0
612,159,Both,3,2,1
613,159,Orthogonal,3,3,0
614,159,Orthogonal,2,2,0
615,159,Orthogonal,3,3,0
616,159,Orthogonal,2,2,0
617,159,Orthogonal,2,2,0
618,159,Orthogonal,2,2,0
619,159,Orthogonal,2,2,0
620,159,Orthogonal,2,2,0
621,159,Orthogonal,2,2,0
622,159,Orthogonal,2,2,0
623,159,Orthogonal,2,2,0
624,159,Orthogonal,2,2,0
625,159,Orthogonal,2,2,0
626,159,Orthogonal,2,2,0
627,159,Orthogonal,2,2,0
628,159,Orthogonal,2,2,0
629,159,Orthogonal,2,2,0
630,159,Orthogonal,2,2,0
631,159,Orthogonal,2,2,0
632,159,Orthogonal,2,2,0
633,159,Orthogonal,2,2,0
634,159,Orthogonal,2,2,0
635,159,Orthogonal,2,2,0
636,159,Orthogonal,2,2,0
637,159,Orthogonal,2,2,0
638,159,Orthogonal,2,2,0
639,159,Orthogonal,2,2,0
640,159,Orthogonal,2,2,0
641,159,Orthogonal,2,2,0
642,159,Orthogonal,2,2,0
643,159,Orthogonal,2,2,0
644,159,Orthogonal,2,2,0
645,159,Orthogonal,2,2,0
646,159,Orthogonal,2,2,0
647,159,Orthogonal,2,2,0
648,159,Orthogonal,2,2,0
649,159,Orthogonal,2,2,0
650,159,Orthogonal,2,2,0
651,159,Orthogonal,2,2,0
652,159,Orthogonal,2,2,0
653,159,Orthogonal,2,2,0
654,159,Orthogonal,2,2,0
655,159,Orthogonal,2,2,0
656,159,Both,3,2,1
657,159,Orthogonal,2,2,0
658,159,Orthogonal,2,2,0
659,159,Orthogonal,2,2,0
660,159,Orthogonal,2,2,0
661,159,Orthogonal,2,2,0
662,159,Orthogonal,2,2,0
663,159,Orthogonal,2,2,0
664,159,Orthogonal,2,2,0
665,159,Orthogonal,3,3,0
666,159,Orthogonal,2,2,0
667,159,Orthogonal,2,2,0
668,159,Orthogonal,2,2,0
669,159,Orthogonal,2,2,0
670,159,Orthogonal,2,2,0
671,159,Orthogonal,2,2,0
672,159,Orthogonal,2,2,0
673,159,Orthogonal,3,3,0
674,159,Orthogonal,2,2,0
675,159,Orthogonal,2,2,0
676,159,Orthogonal,2,2,0
677,159,Orthogonal,2,2,0
678,159,Orthogonal,2,2,0
679,159,Orthogonal,2,2,0
680,159,Orthogonal,2,2,0
681,159,Orthogonal,2,2,0
682,159,Orthogonal,2,2,0
683,159,Orthogonal,2,2,0
684,159,Orthogonal,2,2,0
685,159,Orthogonal,2,2,0
686,159,Orthogonal,3,3,0
687,159,Orthogonal,2,2,0
688,159,Both,3,2,1
689,159,Orthogonal,2,2,0
690,159,Orthogonal,2,2,0
691,159,Orthogonal,2,2,0
692,159,Orthogonal,2,2,0
693,159,Orthogonal,2,2,0
694,159,Orthogonal,2,2,0
695,159,Orthogonal,2,2,0
696,159,Orthogonal,2,2,0
697,159,Both,3,2,1
715,159,Combination,2,1,1
743,159,Orthogonal,2,2,0
746,159,Combination,2,1,1
750,159,Combination,2,1,1
797,159,Orthogonal,2,2,0
814,159,Combination,2,1,1
858,159,Combination,2,1,1
797,160,Orthogonal,2,2,0
858,160,Combination,2,1,1
449,161,Combination,2,1,1
686,161,Combination,2,1,1
797,161,Orthogonal,2,2,0
804,161,Combination,2,1,1
858,161,Combination,2,1,1
33,162,Combination,2,1,1
77,162,Orthogonal,2,2,0
106,162,Combination,2,1,1
112,162,Combination,2,1,1
121,162,Orthogonal,2,2,0
124,162,Both,3,2,1
131,162,Combination,2,1,1
136,162,Combination,2,1,1
138,162,Combination,2,1,1
143,162,Combination,2,1,1
146,162,Combination,2,1,1
160,162,Combination,2,1,1
161,162,Combination,2,1,1
163,162,Combination,2,1,1
164,162,Combination,2,1,1
168,162,Combination,2,1,1
171,162,Combination,2,1,1
172,162,Combination,2,1,1
176,162,Combination,2,1,1
182,162,Orthogonal,2,2,0
205,162,Orthogonal,3,3,0
206,162,Orthogonal,2,2,0
207,162,Orthogonal,2,2,0
208,162,Orthogonal,2,2,0
209,162,Both,3,2,1
210,162,Orthogonal,2,2,0
211,162,Orthogonal,2,2,0
212,162,Orthogonal,2,2,0
213,162,Orthogonal,2,2,0
214,162,Orthogonal,2,2,0
215,162,Both,3,2,1
216,162,Orthogonal,2,2,0
217,162,Orthogonal,2,2,0
218,162,Both,3,2,1
219,162,Both,3,2,1
220,162,Orthogonal,2,2,0
221,162,Orthogonal,2,2,0
222,162,Orthogonal,2,2,0
223,162,Orthogonal,2,2,0
224,162,Orthogonal,2,2,0
225,162,Orthogonal,2,2,0
226,162,Orthogonal,2,2,0
227,162,Orthogonal,2,2,0
228,162,Orthogonal,2,2,0
229,162,Orthogonal,2,2,0
230,162,Orthogonal,2,2,0
231,162,Orthogonal,2,2,0
232,162,Orthogonal,2,2,0
233,162,Both,3,2,1
234,162,Orthogonal,2,2,0
235,162,Orthogonal,2,2,0
236,162,Orthogonal,2,2,0
237,162,Orthogonal,2,2,0
238,162,Orthogonal,2,2,0
239,162,Orthogonal,2,2,0
240,162,Orthogonal,2,2,0
241,162,Orthogonal,2,2,0
242,162,Orthogonal,2,2,0
243,162,Orthogonal,2,2,0
244,162,Orthogonal,2,2,0
245,162,Orthogonal,2,2,0
246,162,Orthogonal,2,2,0
247,162,Orthogonal,2,2,0
248,162,Orthogonal,2,2,0
249,162,Orthogonal,2,2,0
250,162,Orthogonal,2,2,0
251,162,Orthogonal,2,2,0
252,162,Orthogonal,2,2,0
253,162,Orthogonal,2,2,0
254,162,Orthogonal,2,2,0
255,162,Orthogonal,2,2,0
256,162,Both,3,2,1
257,162,Orthogonal,2,2,0
258,162,Orthogonal,2,2,0
259,162,Orthogonal,2,2,0
260,162,Orthogonal,2,2,0
261,162,Orthogonal,2,2,0
262,162,Orthogonal,2,2,0
263,162,Orthogonal,2,2,0
264,162,Orthogonal,3,3,0
265,162,Orthogonal,2,2,0
266,162,Orthogonal,2,2,0
267,162,Orthogonal,2,2,0
268,162,Orthogonal,2,2,0
269,162,Orthogonal,2,2,0
270,162,Orthogonal,2,2,0
271,162,Orthogonal,2,2,0
272,162,Orthogonal,2,2,0
273,162,Orthogonal,2,2,0
274,162,Orthogonal,2,2,0
275,162,Orthogonal,2,2,0
276,162,Orthogonal,2,2,0
277,162,Orthogonal,2,2,0
278,162,Orthogonal,2,2,0
279,162,Orthogonal,2,2,0
280,162,Orthogonal,2,2,0
281,162,Orthogonal,2,2,0
282,162,Orthogonal,2,2,0
283,162,Orthogonal,2,2,0
284,162,Orthogonal,2,2,0
285,162,Orthogonal,2,2,0
286,162,Orthogonal,2,2,0
287,162,Orthogonal,2,2,0
288,162,Orthogonal,2,2,0
289,162,Orthogonal,2,2,0
290,162,Orthogonal,3,3,0
291,162,Orthogonal,2,2,0
292,162,Orthogonal,2,2,0
293,162,Orthogonal,2,2,0
294,162,Orthogonal,2,2,0
295,162,Orthogonal,2,2,0
296,162,Orthogonal,2,2,0
297,162,Orthogonal,2,2,0
298,162,Orthogonal,2,2,0
299,162,Orthogonal,2,2,0
300,162,Orthogonal,2,2,0
301,162,Orthogonal,2,2,0
302,162,Both,3,2,1
303,162,Both,3,2,1
304,162,Orthogonal,2,2,0
305,162,Orthogonal,2,2,0
306,162,Orthogonal,2,2,0
307,162,Orthogonal,2,2,0
308,162,Orthogonal,2,2,0
309,162,Orthogonal,2,2,0
310,162,Orthogonal,2,2,0
311,162,Orthogonal,3,3,0
312,162,Orthogonal,2,2,0
313,162,Orthogonal,2,2,0
314,162,Orthogonal,3,3,0
315,162,Orthogonal,2,2,0
316,162,Orthogonal,2,2,0
317,162,Orthogonal,2,2,0
318,162,Orthogonal,2,2,0
319,162,Orthogonal,2,2,0
320,162,Orthogonal,2,2,0
321,162,Orthogonal,2,2,0
322,162,Orthogonal,2,2,0
323,162,Orthogonal,2,2,0
324,162,Orthogonal,2,2,0
325,162,Orthogonal,2,2,0
326,162,Orthogonal,2,2,0
327,162,Orthogonal,2,2,0
328,162,Orthogonal,2,2,0
329,162,Orthogonal,2,2,0
330,162,Orthogonal,2,2,0
331,162,Orthogonal,2,2,0
332,162,Orthogonal,2,2,0
333,162,Orthogonal,2,2,0
334,162,Orthogonal,2,2,0
335,162,Orthogonal,2,2,0
336,162,Orthogonal,2,2,0
337,162,Orthogonal,3,3,0
338,162,Orthogonal,2,2,0
339,162,Orthogonal,2,2,0
340,162,Orthogonal,2,2,0
341,162,Orthogonal,2,2,0
342,162,Orthogonal,2,2,0
343,162,Orthogonal,2,2,0
344,162,Orthogonal,2,2,0
345,162,Orthogonal,2,2,0
346,162,Orthogonal,3,3,0
347,162,Orthogonal,2,2,0
348,162,Orthogonal,2,2,0
349,162,Orthogonal,2,2,0
350,162,Orthogonal,2,2,0
351,162,Orthogonal,2,2,0
352,162,Orthogonal,2,2,0
353,162,Orthogonal,2,2,0
354,162,Orthogonal,2,2,0
355,162,Orthogonal,3,3,0
356,162,Orthogonal,2,2,0
357,162,Orthogonal,2,2,0
358,162,Orthogonal,2,2,0
359,162,Orthogonal,2,2,0
360,162,Orthogonal,2,2,0
361,162,Orthogonal,2,2,0
362,162,Orthogonal,2,2,0
363,162,Orthogonal,2,2,0
364,162,Orthogonal,2,2,0
365,162,Orthogonal,2,2,0
366,162,Orthogonal,2,2,0
367,162,Orthogonal,2,2,0
368,162,Orthogonal,2,2,0
369,162,Orthogonal,2,2,0
370,162,Orthogonal,2,2,0
371,162,Orthogonal,2,2,0
372,162,Orthogonal,2,2,0
373,162,Orthogonal,2,2,0
374,162,Both,3,2,1
375,162,Orthogonal,3,3,0
376,162,Orthogonal,2,2,0
377,162,Orthogonal,2,2,0
378,162,Orthogonal,2,2,0
379,162,Orthogonal,2,2,0
380,162,Orthogonal,2,2,0
381,162,Orthogonal,2,2,0
382,162,Orthogonal,2,2,0
383,162,Orthogonal,2,2,0
384,162,Orthogonal,2,2,0
385,162,Orthogonal,2,2,0
386,162,Orthogonal,2,2,0
387,162,Orthogonal,2,2,0
388,162,Orthogonal,2,2,0
389,162,Orthogonal,2,2,0
390,162,Orthogonal,2,2,0
391,162,Orthogonal,2,2,0
392,162,Orthogonal,2,2,0
393,162,Orthogonal,2,2,0
394,162,Both,3,2,1
395,162,Orthogonal,2,2,0
396,162,Orthogonal,2,2,0
397,162,Orthogonal,2,2,0
398,162,Orthogonal,2,2,0
399,162,Orthogonal,2,2,0
400,162,Orthogonal,2,2,0
401,162,Orthogonal,2,2,0
402,162,Orthogonal,2,2,0
403,162,Orthogonal,2,2,0
404,162,Orthogonal,2,2,0
